studentID,className
1674965,EXMBA445
1734272,EXMBA445
1703801,EXMBA445
1749593,EXMBA445
1731908,EXMBA445
1668769,EXMBA445
1666416,EXMBA445
1681348,EXMBA445
1674927,EXMBA445
1667849,EXMBA445
1736853,EXMBA445
1711360,EXMBA445
1655273,EXMBA445
1698186,EXMBA445
1697442,EXMBA445
1651144,EXMBA445
1713005,EXMBA445
1741534,EXMBA445
1731327,EXMBA445
1694710,EXMBA445
1734172,EXMBA445
1661534,EXMBA445
1709647,MAOED505
1692961,MAOED505
1705284,MAOED505
1730140,MAOED505
1705463,MAOED505
1722935,MAOED505
1679891,MAOED505
1666700,MAOED505
1697774,MAOED505
1671288,MAOED505
1658261,MAOED505
1671492,MAOED505
1736418,MAOED505
1650656,MAOED505
1718189,MAOED505
1651193,MAOED505
1702595,MAOED505
1721118,MAOED505
1684688,MAOED505
1711782,MAOED505
1717198,INTLC494
1657387,INTLC494
1675307,INTLC494
1680157,INTLC494
1699334,INTLC494
1659135,INTLC494
1701628,INTLC494
1744723,INTLC494
1734249,INTLC494
1689739,INTLC494
1669293,INTLC494
1728358,INTLC494
1659932,INTLC494
1749526,INTLC494
1689713,INTLC494
1705929,INTLC494
1726350,INTLC494
1666561,INTLC494
1693943,INTLC494
1740982,INTLC494
1710546,INTLC494
1724868,INTLC494
1746573,INTLC494
1723896,INTLC494
1661534,INTLC494
1736049,EDART994
1689160,EDART994
1653083,EDART994
1689467,EDART994
1746992,EDART994
1703488,EDART994
1657224,EDART994
1664251,EDART994
1662275,EDART994
1662871,EDART994
1721956,EDART994
1684734,EDART994
1679943,EDART994
1690584,EDART994
1684337,EDART994
1690452,EDART994
1745556,EDART994
1745191,EDART994
1655330,WRITE818
1740379,WRITE818
1717313,WRITE818
1731864,WRITE818
1702926,WRITE818
1651179,WRITE818
1690552,WRITE818
1672954,WRITE818
1670126,WRITE818
1707906,WRITE818
1686565,WRITE818
1691889,WRITE818
1656773,WRITE818
1718232,WRITE818
1732286,WRITE818
1673962,WRITE818
1692885,WRITE818
1716636,WRITE818
1662963,WRITE818
1748206,WRITE818
1728400,WRITE818
1735424,WRITE818
1729059,WRITE818
1702838,WRITE818
1748790,WRITE818
1669282,WRITE818
1704074,WRITE818
1699328,WRITE818
1732189,WRITE818
1681834,WRITE818
1709659,WGSTS445
1711566,WGSTS445
1731262,WGSTS445
1699967,WGSTS445
1714599,WGSTS445
1663756,WGSTS445
1654559,WGSTS445
1681909,WGSTS445
1676620,WGSTS445
1665208,WGSTS445
1672518,WGSTS445
1744163,WGSTS445
1660197,WGSTS445
1678368,WGSTS445
1721601,WGSTS445
1740273,WGSTS445
1657605,WGSTS445
1706752,WGSTS445
1719728,WGSTS445
1667804,WGSTS445
1726105,WGSTS445
1740379,WGSTS445
1726479,WGSTS445
1731834,WGSTS445
1715808,WGSTS445
1720477,WGSTS445
1653284,WGSTS445
1728450,WGSTS445
1710197,WGSTS445
1698553,WGSTS445
1673323,HISTY696
1744311,HISTY696
1706480,HISTY696
1701698,HISTY696
1708412,HISTY696
1742902,HISTY696
1711854,HISTY696
1672709,HISTY696
1671196,HISTY696
1651291,HISTY696
1702751,HISTY696
1674974,HISTY696
1664420,HISTY696
1749413,HISTY696
1736404,GEOGY336
1666657,GEOGY336
1722479,GEOGY336
1707205,GEOGY336
1744455,GEOGY336
1719083,GEOGY336
1704426,GEOGY336
1738207,GEOGY336
1699205,GEOGY336
1655778,GEOGY336
1738757,GEOGY336
1727788,GEOGY336
1666739,GEOGY336
1711751,GEOGY336
1725735,GEOGY336
1743061,GEOGY336
1717751,GEOGY336
1735786,GEOGY336
1684805,GEOGY336
1718601,GEOGY336
1724758,GEOGY336
1723847,GEOGY336
1711403,SCIED494
1668976,SCIED494
1721283,SCIED494
1654066,SCIED494
1694614,SCIED494
1699128,SCIED494
1652646,SCIED494
1749361,SCIED494
1688274,SCIED494
1711729,SCIED494
1665208,SCIED494
1672321,SCIED494
1660357,SCIED494
1670614,SCIED494
1690197,SCIED494
1653499,SCIED494
1677878,SCIED494
1674809,SCIED494
1670792,SCIED494
1688151,SCIED494
1721348,SCIED494
1701674,SCIED494
1741945,SCIED494
1658344,SCIED494
1737145,SCIED494
1740253,SCIED494
1733007,SCIED494
1690206,SCIED494
1726565,SCIED494
1657352,SCIED494
1656714,LCOMM395
1675517,LCOMM395
1734025,LCOMM395
1726108,LCOMM395
1659233,LCOMM395
1658175,LCOMM395
1735335,LCOMM395
1659379,LCOMM395
1743737,LCOMM395
1713523,LCOMM395
1724706,LCOMM395
1660014,LCOMM395
1654066,LCOMM395
1734463,LCOMM395
1706480,LCOMM395
1677503,LCOMM395
1744541,COMPX316
1652646,COMPX316
1743179,COMPX316
1725527,COMPX316
1673052,COMPX316
1705276,COMPX316
1708376,COMPX316
1722898,COMPX316
1749815,COMPX316
1716998,COMPX316
1670984,COMPX316
1708304,COMPX316
1724517,COMPX316
1652701,COMPX316
1656377,COMPX316
1683052,COMPX316
1652918,COMPX316
1701219,COMPX316
1692475,GEOGY395
1693984,GEOGY395
1722893,GEOGY395
1697146,GEOGY395
1739175,GEOGY395
1741976,GEOGY395
1692337,GEOGY395
1682210,GEOGY395
1738534,GEOGY395
1738462,GEOGY395
1689969,GEOGY395
1699038,GEOGY395
1735987,GEOGY395
1695978,GEOGY395
1730588,GEOGY395
1657651,GEOGY395
1733639,GEOGY395
1658320,GEOGY395
1659016,GEOGY395
1657413,GEOGY395
1710952,GEOGY395
1724953,GEOGY395
1654545,GEOGY395
1724640,GEOGY395
1730696,GEOGY395
1727313,GEOGY395
1702699,GEOGY395
1715573,GEOGY395
1675355,GEOGY395
1742551,GEOGY395
1667676,EXMBA154
1693943,EXMBA154
1709101,EXMBA154
1695477,EXMBA154
1662398,EXMBA154
1653814,EXMBA154
1671707,EXMBA154
1707495,EXMBA154
1738704,EXMBA154
1710107,EXMBA154
1707528,EXMBA154
1675493,EXMBA154
1650656,EXMBA154
1700810,EXMBA154
1690353,EXMBA154
1683430,EXMBA154
1654023,EXMBA154
1673323,EXMBA154
1659174,EXMBA154
1707281,EXMBA154
1713523,EXMBA154
1661497,EXMBA154
1719430,EXMBA154
1672852,EXMBA154
1656218,EXMBA154
1737334,EXMBA154
1681095,EXMBA154
1745613,EXMBA154
1656630,DSIGN944
1671266,DSIGN944
1711657,DSIGN944
1651481,DSIGN944
1690451,DSIGN944
1671956,DSIGN944
1709576,DSIGN944
1690440,DSIGN944
1650713,DSIGN944
1677004,DSIGN944
1672212,DSIGN944
1675400,DSIGN944
1702595,DSIGN944
1702462,DSIGN944
1727474,DSIGN944
1741269,DSIGN944
1675875,DSIGN944
1731401,DSIGN944
1660216,DSIGN944
1680742,DSIGN944
1708040,DSIGN944
1668885,DSIGN944
1723699,DSIGN944
1697696,DSIGN944
1658900,DSIGN944
1705099,DSIGN944
1739908,ARTSC398
1743479,ARTSC398
1655825,ARTSC398
1669959,ARTSC398
1689119,ARTSC398
1703193,ARTSC398
1660592,ARTSC398
1717349,ARTSC398
1736944,ARTSC398
1658836,ARTSC398
1710325,ARTSC398
1708730,ARTSC398
1690029,ARTSC398
1650576,SDCOA211
1654773,SDCOA211
1704752,SDCOA211
1668276,SDCOA211
1722075,SDCOA211
1698793,SDCOA211
1688628,SDCOA211
1697849,SDCOA211
1726882,SDCOA211
1663449,SDCOA211
1746642,SDCOA211
1657934,SDCOA211
1739856,SDCOA211
1687150,SDCOA211
1697041,SDCOA211
1655261,SDCOA211
1659489,SDCOA211
1678421,SDCOA211
1695412,SDCOA211
1739972,SDCOA211
1651487,SDCOA211
1666117,SDCOA211
1680885,SDCOA211
1730540,SDCOA211
1701271,SDCOA211
1673682,SDCOA211
1731751,CMYHE696
1650313,CMYHE696
1653377,CMYHE696
1738181,CMYHE696
1654895,CMYHE696
1742249,CMYHE696
1700455,CMYHE696
1690184,CMYHE696
1703402,CMYHE696
1741321,CMYHE696
1748826,CMYHE696
1678631,CMYHE696
1722426,BIOEB487
1729363,BIOEB487
1743006,BIOEB487
1711661,BIOEB487
1724729,BIOEB487
1660534,BIOEB487
1725767,BIOEB487
1731742,BIOEB487
1722031,BIOEB487
1707438,BIOEB487
1651801,BIOEB487
1714709,BIOEB487
1661098,BIOEB487
1651082,BIOEB487
1720413,BIOEB487
1668422,BIOEB487
1748579,BIOEB487
1719189,BIOEB487
1657189,BIOEB487
1745763,BIOEB487
1726882,BIOEB487
1727043,BIOEB487
1722117,BIOEB487
1666923,BIOEB487
1722580,BIOEB487
1683052,BIOEB487
1720169,BIOEB487
1696166,THEDR398
1739696,THEDR398
1671950,THEDR398
1683426,THEDR398
1661474,THEDR398
1661831,THEDR398
1700479,THEDR398
1663815,THEDR398
1719655,THEDR398
1722850,THEDR398
1674291,THEDR398
1716128,THEDR398
1736490,THEDR398
1681374,THEDR398
1712107,THEDR398
1710059,THEDR398
1737326,THEDR398
1693092,THEDR398
1717799,THEDR398
1660170,MAORI548
1696336,MAORI548
1714534,MAORI548
1741178,MAORI548
1734137,MAORI548
1698186,MAORI548
1724611,MAORI548
1655539,MAORI548
1740429,MAORI548
1650388,MAORI548
1668844,MAORI548
1686061,MAORI548
1706274,MAORI548
1673496,MAORI548
1705560,MAORI548
1734599,MAORI548
1663778,MAORI548
1729347,MAORI548
1721932,MAORI548
1737482,MAORI548
1746932,LLTED696
1672618,LLTED696
1651530,LLTED696
1714407,LLTED696
1719821,LLTED696
1743061,LLTED696
1678525,LLTED696
1727910,LLTED696
1678342,LLTED696
1660709,LLTED696
1658163,LLTED696
1677356,LLTED696
1726564,LLTED696
1725117,LLTED696
1656990,LLTED696
1666549,LLTED696
1673304,LLTED696
1655025,LLTED696
1726817,LLTED696
1650161,LLTED696
1738365,LLTED696
1734517,SCMGT137
1726828,SCMGT137
1737039,SCMGT137
1671793,SCMGT137
1710455,SCMGT137
1663950,SCMGT137
1691280,SCMGT137
1703311,SCMGT137
1715787,SCMGT137
1733644,SCMGT137
1720915,SCMGT137
1738633,SCMGT137
1667555,SCMGT137
1747633,PHYSC505
1650934,PHYSC505
1748472,PHYSC505
1731744,PHYSC505
1731865,PHYSC505
1739207,PHYSC505
1684349,PHYSC505
1666176,PHYSC505
1672617,PHYSC505
1687238,PHYSC505
1728090,PHYSC505
1710929,PHYSC505
1667569,PHYSC505
1719976,PHYSC505
1676165,PHYSC505
1737525,PHYSC505
1732726,PHYSC505
1735532,PHYSC505
1693703,PHYSC505
1744383,PHYSC505
1717760,PHYSC505
1650327,PHYSC505
1708784,PHYSC505
1670152,PHYSC505
1679124,CLIMT626
1671793,CLIMT626
1693408,CLIMT626
1741740,CLIMT626
1681741,CLIMT626
1732976,CLIMT626
1746130,CLIMT626
1718112,CLIMT626
1696571,CLIMT626
1740826,CLIMT626
1674900,CLIMT626
1748442,CLIMT626
1704496,CLIMT626
1710484,CLIMT626
1686408,CLIMT626
1689255,CLIMT626
1662160,CLIMT626
1738680,CLIMT626
1659105,CLIMT626
1710282,CLIMT626
1654642,CLIMT626
1723699,CLIMT626
1684351,CLIMT626
1686131,GEOGY696
1721147,GEOGY696
1689750,GEOGY696
1684677,GEOGY696
1737926,GEOGY696
1653053,GEOGY696
1736893,GEOGY696
1745053,GEOGY696
1728824,GEOGY696
1671522,GEOGY696
1666810,GEOGY696
1669084,GEOGY696
1685087,GEOGY696
1725668,GEOGY696
1725895,GEOGY696
1712919,GEOGY696
1724953,GEOGY696
1667776,GEOGY696
1727039,GEOGY696
1706800,GEOGY696
1742581,GEOGY696
1738234,GEOGY696
1743160,GEOGY696
1698313,GEOGY696
1743382,GEOGY696
1688537,GEOGY696
1719928,GEOGY696
1680914,GEOGY696
1651643,GEOGY696
1709897,GEOGY696
1709370,FOUND580
1679634,FOUND580
1702366,FOUND580
1652548,FOUND580
1713869,FOUND580
1674850,FOUND580
1670049,FOUND580
1719567,FOUND580
1722084,FOUND580
1652703,FOUND580
1734196,FOUND580
1705259,FOUND580
1703419,FOUND580
1718678,FOUND580
1744492,FOUND580
1669000,FOUND580
1653309,FOUND580
1728402,FOUND580
1737278,FOUND580
1695843,FOUND580
1716446,FOUND580
1677700,FOUND580
1743135,FOUND580
1748256,FOUND580
1685969,FOUND580
1749779,FOUND580
1741467,FOUND580
1733577,MARIN776
1658055,MARIN776
1667732,MARIN776
1683015,MARIN776
1701219,MARIN776
1693948,MARIN776
1718873,MARIN776
1678655,MARIN776
1670514,MARIN776
1685453,MARIN776
1691816,MARIN776
1733670,MARIN776
1721945,MARIN776
1692659,MARIN776
1681741,MARIN776
1661832,MARIN776
1683314,MARIN776
1732867,MARIN776
1692681,MARIN776
1696132,MARIN776
1667401,MARIN776
1672108,MARIN776
1743224,MARIN776
1675436,MARIN776
1740808,MARIN776
1668799,MARIN776
1726336,MARIN776
1704582,MARIN776
1699998,MARIN776
1658934,PRMGT548
1673898,PRMGT548
1672672,PRMGT548
1700443,PRMGT548
1679689,PRMGT548
1709330,PRMGT548
1656382,PRMGT548
1693606,PRMGT548
1693338,PRMGT548
1697931,PRMGT548
1664410,PRMGT548
1720934,PRMGT548
1699335,PRMGT548
1738400,PRMGT548
1683879,PRMGT548
1710766,PRMGT548
1717305,PRMGT548
1673749,PRMGT548
1688965,PRMGT548
1684787,PRMGT548
1718052,PRMGT548
1709279,INDIP487
1749895,INDIP487
1695050,INDIP487
1699001,INDIP487
1665840,INDIP487
1657939,INDIP487
1688829,INDIP487
1674011,INDIP487
1681584,INDIP487
1684177,INDIP487
1726641,INDIP487
1718931,INDIP487
1697897,INDIP487
1666923,INDIP487
1680607,INDIP487
1748125,INDIP487
1665999,INDIP487
1702182,INDIP487
1746549,SOCIO523
1720959,SOCIO523
1686272,SOCIO523
1664486,SOCIO523
1660414,SOCIO523
1673716,SOCIO523
1697715,SOCIO523
1705549,SOCIO523
1654976,SOCIO523
1674745,SOCIO523
1735775,SOCIO523
1702608,SOCIO523
1702721,SOCIO523
1710709,SOCIO523
1716065,SOCIO523
1732272,SOCIO523
1710119,SOCIO523
1709377,SOCIO523
1702644,SOCIO523
1749792,DIGIB445
1701665,DIGIB445
1693080,DIGIB445
1691164,DIGIB445
1694825,DIGIB445
1725738,DIGIB445
1708125,DIGIB445
1740208,DIGIB445
1673749,DIGIB445
1733861,DIGIB445
1671956,DIGIB445
1658155,DIGIB445
1666396,DIGIB445
1727043,DIGIB445
1728793,DIGIB445
1700892,DIGIB445
1676968,DIGIB445
1689155,DIGIB445
1701585,DIGIB445
1723509,DIGIB445
1683783,DIGIB445
1715838,DIGIB445
1726627,DIGIB445
1712428,DIGIB445
1678655,DIGIB445
1686754,DIGIB445
1724245,DIGIB445
1673798,DIGIB445
1667674,DIGIB445
1702838,DIGIB445
1717663,DANCE211
1655061,DANCE211
1738706,DANCE211
1654384,DANCE211
1714311,DANCE211
1696173,DANCE211
1686289,DANCE211
1734877,DANCE211
1727079,DANCE211
1738006,DANCE211
1733794,DANCE211
1743785,DANCE211
1741651,DANCE211
1687722,DANCE211
1665231,DANCE211
1658132,DANCE211
1728774,DANCE211
1711702,DANCE211
1684708,DANCE211
1718763,DANCE211
1715554,DANCE211
1748186,CLIMT505
1707281,CLIMT505
1651694,CLIMT505
1719417,CLIMT505
1712107,CLIMT505
1692357,CLIMT505
1728594,CLIMT505
1675265,CLIMT505
1697601,CLIMT505
1679883,CLIMT505
1692320,CLIMT505
1684360,CLIMT505
1669048,CLIMT505
1710289,CLIMT505
1743995,CLIMT505
1672243,HTHPR738
1714709,HTHPR738
1714728,HTHPR738
1657312,HTHPR738
1706049,HTHPR738
1741249,HTHPR738
1717253,HTHPR738
1699134,HTHPR738
1714378,HTHPR738
1719075,HTHPR738
1739560,HTHPR738
1720010,HTHPR738
1695731,HTHPR738
1672353,HTHPR738
1667011,HTHPR738
1676363,HTHPR738
1716692,HTHPR738
1707933,HTHPR738
1722031,HTHPR738
1709284,SDCOA392
1746947,SDCOA392
1695822,SDCOA392
1696421,SDCOA392
1717416,SDCOA392
1748986,SDCOA392
1688339,SDCOA392
1749540,SDCOA392
1738757,SDCOA392
1663884,SDCOA392
1659889,SDCOA392
1692681,SDCOA392
1658249,SDCOA392
1687759,SDCOA392
1678295,SDCOA392
1719920,SDCOA392
1720909,SDCOA392
1699634,SDCOA392
1684263,SDCOA392
1732926,SDCOA392
1675164,SDCOA392
1658104,SDCOA392
1651517,SDCOA392
1708388,SDCOA392
1703311,SDCOA392
1697641,SDCOA392
1730801,SDCOA392
1668399,SOCIO494
1665068,SOCIO494
1670802,SOCIO494
1666819,SOCIO494
1706111,SOCIO494
1657961,SOCIO494
1699638,SOCIO494
1670576,SOCIO494
1702388,SOCIO494
1669342,SOCIO494
1676189,SOCIO494
1661874,SOCIO494
1704979,SOCIO494
1686971,SOCIO494
1713004,SOCIO494
1724356,SOCIO494
1715503,SOCIO494
1685104,SOCIO494
1716733,SOCIO494
1652970,SOCIO494
1727281,SOCIO494
1712800,SOCIO494
1665503,SOCIO494
1741130,SOCIO494
1719467,SOCIO494
1706400,SOCIO494
1693314,SOCIO494
1740095,LEGAL459
1708306,LEGAL459
1675071,LEGAL459
1687046,LEGAL459
1681276,LEGAL459
1673513,LEGAL459
1689271,LEGAL459
1736481,LEGAL459
1702821,LEGAL459
1702699,LEGAL459
1672791,LEGAL459
1679090,LEGAL459
1691593,LEGAL459
1659836,LEGAL459
1727585,LEGAL459
1743317,LEGAL459
1740610,LEGAL459
1673995,LEGAL459
1687475,LEGAL459
1671965,LEGAL459
1717429,DSIGN316
1684548,DSIGN316
1749454,DSIGN316
1702925,DSIGN316
1688287,DSIGN316
1674541,DSIGN316
1664091,DSIGN316
1744314,DSIGN316
1663784,DSIGN316
1677959,DSIGN316
1657113,DSIGN316
1718804,DSIGN316
1717937,DSIGN316
1714908,DSIGN316
1729320,DSIGN316
1713719,DSIGN316
1671877,DSIGN316
1662275,DSIGN316
1687316,DSIGN316
1674707,DSIGN316
1696678,DSIGN316
1691564,DSIGN316
1718523,DSIGN316
1689856,MGSUS398
1680778,MGSUS398
1692940,MGSUS398
1749421,MGSUS398
1654893,MGSUS398
1695242,MGSUS398
1727879,MGSUS398
1709016,MGSUS398
1700582,MGSUS398
1728450,MGSUS398
1709723,MGSUS398
1705956,MGSUS398
1663774,MGSUS398
1720225,MGSUS398
1658659,MGSUS398
1671804,MGSUS398
1723429,MGSUS398
1729551,MGSUS398
1659016,AQCUL776
1678551,AQCUL776
1679137,AQCUL776
1729039,AQCUL776
1678579,AQCUL776
1676189,AQCUL776
1706706,AQCUL776
1693930,AQCUL776
1672103,AQCUL776
1684154,AQCUL776
1687949,AQCUL776
1736543,AQCUL776
1675189,TEEDU696
1663673,TEEDU696
1703511,TEEDU696
1692162,TEEDU696
1685348,TEEDU696
1731709,TEEDU696
1652820,TEEDU696
1726000,TEEDU696
1710484,TEEDU696
1746664,TEEDU696
1702290,TEEDU696
1660703,TEEDU696
1667319,TEEDU696
1726583,TEEDU696
1659174,TEEDU696
1663305,TEEDU696
1682165,TEEDU696
1692443,TEEDU696
1665503,TEEDU696
1744440,TEEDU696
1661495,TEEDU696
1692411,TEEDU696
1699919,TEEDU696
1734508,TEEDU696
1747707,TEEDU696
1715053,TEEDU696
1731172,TEEDU696
1668781,TEEDU696
1702588,TEEDU696
1714665,INDIP459
1709506,INDIP459
1654514,INDIP459
1711421,INDIP459
1719188,INDIP459
1728396,INDIP459
1685635,INDIP459
1722779,INDIP459
1697670,INDIP459
1666812,INDIP459
1701102,INDIP459
1650153,INDIP459
1743782,INDIP459
1745497,INDIP459
1655825,INDIP459
1740226,INDIP459
1699134,INDIP459
1718944,INDIP459
1681909,INDIP459
1655025,INDIP459
1722203,INDIP459
1677524,EVSOC556
1671205,EVSOC556
1718084,EVSOC556
1701852,EVSOC556
1726828,EVSOC556
1740817,EVSOC556
1662524,EVSOC556
1680356,EVSOC556
1699578,EVSOC556
1658755,EVSOC556
1712426,EVSOC556
1707305,EVSOC556
1700199,EVSOC556
1672589,EVSOC556
1738668,EVSOC556
1707251,EVSOC556
1716163,EVSOC556
1716842,POPST459
1707835,POPST459
1711345,POPST459
1656529,POPST459
1688537,POPST459
1700471,POPST459
1657182,POPST459
1653462,POPST459
1658491,POPST459
1733234,POPST459
1743160,POPST459
1741879,POPST459
1693012,POPST459
1685612,POPST459
1746814,POPST459
1650238,FOUND944
1731478,FOUND944
1702838,FOUND944
1684472,FOUND944
1716998,FOUND944
1697966,FOUND944
1670390,FOUND944
1738159,FOUND944
1682608,FOUND944
1747201,FOUND944
1689266,FOUND944
1737100,FOUND944
1656239,ENGEV738
1716730,ENGEV738
1703944,ENGEV738
1721181,ENGEV738
1702690,ENGEV738
1675903,ENGEV738
1697901,ENGEV738
1697172,ENGEV738
1650217,ENGEV738
1704749,ENGEV738
1720865,ENGEV738
1704467,ENGEV738
1653878,ENGEV738
1673596,ENGEV738
1712156,ENGEV738
1652938,ENGEV738
1693395,ENGEV738
1682749,ENGEV738
1693999,ENGEV738
1740225,ECONS581
1662317,ECONS581
1734137,ECONS581
1673061,ECONS581
1671832,ECONS581
1653946,ECONS581
1658820,ECONS581
1669227,ECONS581
1681316,ECONS581
1667173,ECONS581
1665715,ECONS581
1748232,ECONS581
1682691,ECONS581
1664294,ECONS581
1736923,ECONS581
1683080,ECONS581
1717060,ECONS581
1665874,ENVSC336
1675701,ENVSC336
1728279,ENVSC336
1697034,ENVSC336
1662326,ENVSC336
1724689,ENVSC336
1718168,ENVSC336
1652613,ENVSC336
1702990,ENVSC336
1709766,ENVSC336
1720091,ENVSC336
1693338,ENVSC336
1743224,ENVSC336
1654267,ENVSC336
1686834,ENVSC336
1739256,ENVSC336
1671576,ENVSC336
1746523,ENVSC336
1729944,ENVSC336
1692872,ENVSC336
1728311,ENVSC336
1737838,ENVSC336
1680711,ENVSC336
1740553,ENVSC336
1718293,ENVSC336
1650814,EXMBM154
1716654,EXMBM154
1731185,EXMBM154
1692221,EXMBM154
1742315,EXMBM154
1717945,EXMBM154
1671099,EXMBM154
1666039,EXMBM154
1746797,EXMBM154
1676627,EXMBM154
1665815,EXMBM154
1737274,EXMBM154
1686323,EXMBM154
1721023,EXMBM154
1686443,EXMBM154
1651487,EXMBM154
1703250,EXMBM154
1737518,EXMBM154
1669455,EXMBM154
1717174,ARTSC459
1714042,ARTSC459
1731941,ARTSC459
1706800,ARTSC459
1661380,ARTSC459
1725813,ARTSC459
1678107,ARTSC459
1724360,ARTSC459
1696522,ARTSC459
1653132,ARTSC459
1661185,ARTSC459
1652591,ARTSC459
1734924,ARTSC459
1665840,ARTSC459
1650658,ARTSC459
1744386,ARTSC459
1705268,ARTSC459
1734508,ARTSC459
1743955,ARTSC459
1697771,ARTSC459
1708571,ARTSC459
1693452,ARTSC459
1682967,ARTSC459
1699881,LEGAL856
1671761,LEGAL856
1699293,LEGAL856
1703039,LEGAL856
1651560,LEGAL856
1685344,LEGAL856
1693979,LEGAL856
1722117,LEGAL856
1677706,LEGAL856
1704761,LEGAL856
1747397,LEGAL856
1673906,LEGAL856
1702292,NURSE137
1651294,NURSE137
1675032,NURSE137
1713431,NURSE137
1670464,NURSE137
1713210,NURSE137
1737206,NURSE137
1659374,NURSE137
1708577,NURSE137
1671761,NURSE137
1708995,NURSE137
1720784,NURSE137
1714984,NURSE137
1746549,NURSE137
1676794,NURSE137
1727281,NURSE137
1699878,NURSE137
1657717,EARTH548
1734061,EARTH548
1702595,EARTH548
1747828,EARTH548
1743455,EARTH548
1657289,EARTH548
1663778,EARTH548
1688588,EARTH548
1658723,EARTH548
1650298,EARTH548
1727738,EARTH548
1745187,EARTH548
1710455,EARTH548
1673076,EARTH548
1716163,EARTH548
1732123,EARTH548
1680579,EARTH548
1697174,INTLC944
1662733,INTLC944
1667395,INTLC944
1691613,INTLC944
1717852,INTLC944
1658836,INTLC944
1749177,INTLC944
1676530,INTLC944
1681774,INTLC944
1709676,INTLC944
1671022,INTLC944
1691091,INTLC944
1735833,INTLC944
1746406,INTLC944
1689116,INTLC944
1672791,INTLC944
1706719,INTLC944
1668165,KOREA505
1715840,KOREA505
1736490,KOREA505
1710446,KOREA505
1725196,KOREA505
1701483,KOREA505
1691139,KOREA505
1692659,KOREA505
1699001,KOREA505
1743019,KOREA505
1735930,KOREA505
1670464,KOREA505
1682380,KOREA505
1720414,KOREA505
1693431,KOREA505
1712840,KOREA505
1685308,KOREA505
1742201,KOREA505
1723154,KOREA505
1748326,KOREA505
1721294,ADLNG398
1704515,ADLNG398
1737320,ADLNG398
1725035,ADLNG398
1722206,ADLNG398
1732201,ADLNG398
1731404,ADLNG398
1685514,ADLNG398
1678527,ADLNG398
1661298,ADLNG398
1741877,ADLNG398
1705936,ADLNG398
1659880,ADLNG398
1748439,ADLNG398
1716385,ADLNG398
1682974,ADLNG398
1705375,ADLNG398
1688333,ADLNG398
1731881,ADLNG398
1713484,ADLNG398
1674083,ADLNG398
1742844,ADLNG398
1703702,ADLNG398
1691644,ENGME459
1749849,ENGME459
1714334,ENGME459
1662286,ENGME459
1730054,ENGME459
1656062,ENGME459
1660505,ENGME459
1698149,ENGME459
1701869,ENGME459
1726108,ENGME459
1730645,ENGME459
1675856,ENGME459
1674745,ENGME459
1667540,TEEDU459
1745662,TEEDU459
1732314,TEEDU459
1683745,TEEDU459
1711729,TEEDU459
1652854,TEEDU459
1686585,TEEDU459
1743803,TEEDU459
1701773,TEEDU459
1680725,TEEDU459
1686836,TEEDU459
1668946,TEEDU459
1683049,TEEDU459
1705647,TEEDU459
1699637,TEEDU459
1724600,TEEDU459
1714176,TEEDU459
1702976,TEEDU459
1732014,TEEDU459
1739207,TEEDU459
1709826,TEEDU459
1739358,TEEDU459
1703227,COUNS994
1704910,COUNS994
1654012,COUNS994
1686771,COUNS994
1678992,COUNS994
1725079,COUNS994
1681276,COUNS994
1734058,COUNS994
1682002,COUNS994
1669455,COUNS994
